tour,team_home,team_away,time,champ,team_home_substitution,team_home_reserved,team_home_yellow_cards,team_home_squad,team_home_red_cards,team_away_substitution,team_away_reserved,team_away_yellow_cards,team_away_squad,team_away_red_cards,team_home_score,team_away_score,target
15,team78,team334,2012-12-01,champ2,,,,,,,,,,,3,1,1
12,team41,team177,2009-11-08,champ6,,,,,,,,,,,1,0,1
1,team133,team175,2011-12-21,champ6,,,,,,,,,,,4,1,1
6,team178,team221,2010-09-19,champ3,,,,,,,,,,,1,0,1
30,team29,team289,2012-03-25,champ13,"player44929, player174050, player138161",,player14022,"player70390, player14022, player8944, player70537, player71325, player170315, player207430, player188516, player211557, player120695, player102485",,"player17716, player4658, player176335",,"player204434, player80555, player27147, player67436","player85593, player27147, player67508, player131699, player80555, player148238, player204434, player100326, player212277, player113101, player86262",,1,1,0
1,team33,team320,2011-08-06,champ4,"player20126, player44054, player188935","player9030, player95313, player194504, player163996",player35788,"player63214, player211402, player74763, player36016, player154320, player113513, player49604, player14983, player124938, player35788, player121940",,"player143851, player52933","player18908, player182891, player23839, player144868, player63200","player17890, player74147, player185510, player119901","player18673, player18353, player30827, player17890, player119901, player1302, player185510, player203432, player74223, player104779, player164568",,2,2,0
1,team287,team150,2011-03-12,champ11,,,,,,,,,,,1,0,1
17,team90,team51,2009-11-29,champ2,,,,,,,,,,,0,1,2
8,team148,team240,2014-09-15,champ9,,,,,,,,,,,2,1,1
1,team172,team266,2015-08-08,champ2,"player20671, player187470, player76242","player200436, player196485, player89897, player179241",player33846,"player201868, player51807, player118751, player196347, player201803, player60873, player82469, player130516, player33846, player130027, player111848",,"player185344, player121671","player106948, player54269, player28333, player128389, player47431","player151250, player55612, player72763, player84194","player134240, player55725, player33182, player72763, player84194, player80302, player95881, player151250, player55934, player97724, player54006",,4,2,1
32,team29,team274,2012-04-08,champ13,"player158020, player174050, player44929",,"player70537, player8944, player120695","player70390, player14022, player8944, player70537, player205033, player71325, player170315, player207430, player211557, player120695, player102485",,"player57270, player47717, player118935",,"player76421, player112442, player207733, player123285","player133850, player182324, player122895, player207733, player101973, player112442, player123285, player145254, player125235, player76421, player107163",,1,0,1
10,team221,team202,2009-10-31,champ3,,,,,,,,,,,2,1,1
13,team230,team232,2017-12-03,champ5,,,,,,,,,,,0,1,2
28,team166,team318,2013-03-10,champ6,,,,,,,,,,,0,2,2
29,team12,team250,2014-03-24,champ13,,,,,,,,,,,4,3,1
30,team324,team23,2010-03-13,champ2,,,,,,,,,,,1,2,2
30,team54,team281,2015-04-26,champ10,,,,,,,,,,,0,0,0
6,team176,team90,2011-09-24,champ2,"player73538, player55220","player59953, player84194, player185055, player167543, player19947","player101247, player94159, player81329","player137681, player194363, player81329, player201695, player78032, player191287, player51547, player101490, player2680, player169337, player94159",,"player185344, player60640, player47870","player211207, player205488, player196465, player114990","player191482, player180018, player189714, player128408","player191421, player168511, player180018, player56129, player23133, player204462, player191482, player189714, player128408, player55032, player59636",,2,1,1
9,team5,team105,2014-09-20,champ0,,,,,,,,,,,0,0,0
5,team194,team201,2010-09-12,champ3,,,,,,,,,,,2,2,0
5,team220,team274,2011-09-20,champ13,"player146239, player185132, player49985",,"player150341, player126483, player143799","player9965, player23396, player153646, player99483, player150341, player145049, player143799, player162432, player166009, player126483, player95059",,"player145254, player138445, player76421",,"player167403, player182324","player33689, player182324, player122895, player78775, player167403, player84945, player176637, player12146, player123285, player125235, player107163",,0,0,0
28,team75,team336,2013-04-06,champ4,,,,,,,,,,,0,2,2
9,team250,team116,2010-10-25,champ13,"player22281, player159875, player2268",,"player11403, player46926","player77718, player114541, player10387, player212167, player46926, player188061, player11403, player170136, player148145, player102649",,"player148999, player194704, player32656",,"player52769, player153560","player11542, player66182, player96303, player86050, player153176, player160986, player153910, player52769, player194940, player96148, player3347",,3,0,1
1,team135,team56,2011-08-13,champ2,"player29537, player191030, player131624",,,"player81561, player192130, player193310, player48792, player53803, player170825, player49747, player182235, player165350, player93940, player27169",,"player62351, player142811, player24632",,"player149289, player94365","player210378, player168083, player150154, player94365, player123645, player119769, player68047, player138896, player149289, player62261, player83275",,0,4,2
36,team331,team182,2012-03-24,champ11,,,,,,,,,,,0,2,2
22,team144,team200,2011-01-29,champ6,,,,,,,,,,,0,2,2
5,team59,team136,2010-09-22,champ4,,,,,,,,,,,5,0,1
28,team352,team200,2011-03-05,champ6,"player209128, player52682, player26316","player168584, player119589, player47360",,"player30747, player17040, player175769, player166875, player93672, player182620, player108471, player90075, player109765, player111156, player174553",,"player150184, player66293","player24, player58046, player825, player569","player41725, player67413","player1204, player209817, player125728, player177644, player41725, player210560, player185023, player1159, player24913, player67413, player79443",,0,1,2
37,team229,team265,2010-05-09,champ6,,,,,,,,,,,1,1,0
20,team3,team94,2016-12-27,champ12,,,,,,,,,,,2,1,1
36,team322,team324,2014-04-26,champ2,,,,,,,,,,,2,2,0
24,team254,team194,2015-02-07,champ3,,,,,,,,,,,1,1,0
32,team160,team200,2012-04-10,champ6,,,,,,,,,,,0,1,2
33,team81,team30,2010-04-17,champ13,,,,,,,,,,,2,1,1
14,team239,team262,2016-10-29,champ9,,,,,,,,,,,2,1,1
11,team192,team90,2010-11-06,champ2,"player19132, player165092, player104644","player93291, player165515, player204140, player181209",player207007,"player33231, player204312, player189816, player27905, player183000, player36745, player135215, player128389, player185233, player128608, player207196",,"player203906, player185344, player121664","player191421, player210638, player205488, player119906",,"player189657, player168511, player180018, player23133, player186533, player204462, player191482, player189714, player114990, player55032, player59636",,2,1,1
19,team266,team191,2012-12-26,champ2,,,,,,,,,,,1,0,1
2,team209,team160,2014-09-14,champ6,,,,,,,,,,,0,1,2
24,team129,team313,2015-03-07,champ11,,,,,,,,,,,3,0,1
21,team209,team333,2012-02-01,champ6,"player189415, player169903, player33742",,"player69395, player189415, player41052, player28446, player54804","player211777, player12458, player60433, player75479, player28446, player103603, player72878, player54804, player41052, player69395, player134038",,"player47630, player152967, player194068",,"player146634, player22317, player143429","player10636, player43556, player86680, player22317, player118588, player86273, player146657, player135366, player143429, player147858, player105788",,0,0,0
10,team39,team184,2015-09-26,champ14,,,,,,,,,,,3,1,1
18,team342,team291,2014-12-26,champ2,"player150294, player7869, player208168","player59360, player48830, player104574, player87136","player125417, player31559","player192998, player19589, player209034, player89290, player168686, player115724, player104968, player17341, player31559, player101149, player125417",,"player2680, player13630, player90205","player18438, player196347, player178547, player133684","player179940, player93826, player2680","player19325, player140352, player120495, player202592, player93826, player178277, player122320, player12328, player59438, player179940, player90965",,0,1,2
16,team301,team22,2017-01-08,champ10,,,,,,,,,,,1,2,2
5,team144,team352,2011-09-25,champ6,"player108274, player96982, player169490",,"player7950, player76808","player9998, player167578, player20157, player7521, player76808, player7950, player99254, player44974, player52698, player22343, player80216",,"player137575, player52682, player80712",,"player108471, player93672, player36602","player30747, player18201, player98876, player93672, player47275, player36602, player108471, player140152, player205248, player90075, player111156",,1,1,0
2,team72,team116,2012-08-26,champ13,"player135187, player23092, player145414",,"player111494, player137921, player154253, player166313, player135187","player58245, player39889, player137921, player154291, player148910, player182419, player47707, player111494, player173402, player65025, player166313",,"player103037, player125552, player75602",,"player110023, player125523","player11583, player132908, player204028, player4843, player110023, player1418, player40556, player32656, player59789, player140516, player148999",,3,3,0
20,team34,team13,2015-12-12,champ0,,,,,,,,,,,1,2,2
32,team251,team273,2013-04-06,champ2,,,,,,,,,,,0,2,2
37,team254,team37,2013-05-18,champ3,,,,,,,,,,,1,1,0
12,team276,team190,2012-11-18,champ13,"player211446, player22877, player174264",,player13412,"player33689, player106002, player176895, player20293, player132648, player37198, player99970, player91080, player183268, player13412, player133559",,"player109395, player11965, player80898",,"player23831, player55136, player185897","player1810, player87380, player55136, player198864, player139790, player137921, player23831, player185897, player127609, player191124, player78568",,1,1,0
19,team133,team166,2012-01-22,champ6,"player128651, player165721, player181896","player79531, player145879, player159795",,"player65337, player56731, player157858, player123467, player104032, player102164, player81938, player7412, player75245, player136027, player114882",,"player111205, player87293, player164568","player24233, player164957, player57367, player52626",player57832,"player108407, player57832, player101848, player31070, player144812, player56765, player207234, player7710, player96978, player151583, player83884",,2,1,1
25,team324,team191,2010-02-06,champ2,,,,,,,,,,,2,1,1
17,team27,team324,2009-12-05,champ2,,,,,,,,,,,3,0,1
13,team6,team336,2013-11-23,champ4,"player151351, player200495, player197913",,"player150495, player157371, player176059, player154793","player176059, player132736, player208476, player157371, player154793, player194446, player185510, player150495, player17410, player95489, player73128",,"player187470, player156612, player182655",,,"player192216, player85392, player11111, player180759, player190487, player55765, player112668, player60746, player24913, player110976, player182077",,3,3,0
23,team37,team179,2013-02-03,champ3,,,,,,,,,,,3,1,1
12,team271,team220,2009-11-29,champ13,,,,,,,,,,,0,1,2
17,team295,team80,2014-12-21,champ8,,,,,,,,,,,3,2,1
29,team93,team59,2011-04-09,champ4,,,,,,,,,,,1,1,0
33,team250,team50,2012-04-10,champ13,"player143095, player11403",,,"player169583, player114541, player10387, player212167, player205609, player46926, player170136, player69129, player207998, player2268, player34668",,"player21836, player137995, player110875",,"player76508, player153560, player198760","player181419, player8218, player135784, player198760, player157024, player70615, player118174, player76508, player124810, player153723, player158685",,1,1,0
18,team57,team283,2011-12-18,champ3,"player65500, player116823, player20615",,player140807,"player77209, player77800, player140692, player176302, player158338, player140807, player119135, player161192, player48575, player57191, player160367",,"player15418, player74830, player114277",,player28118,"player149761, player88501, player28118, player165925, player136778, player10061, player154038, player126915, player29451, player103810, player30596",,1,0,1
4,team308,team104,2016-08-11,champ14,,,,,,,,,,,2,1,1
25,team197,team337,2015-02-07,champ1,,,,,,,,,,,0,0,0
32,team178,team194,2013-04-14,champ3,,,,,,,,,,,0,0,0
5,team50,team116,2015-09-24,champ13,,,,,,,,,,,1,2,2
28,team209,team318,2010-03-13,champ6,,,,,,,,,,,1,3,2
16,team226,team295,2014-12-14,champ8,,,,,,,,,,,2,0,1
19,team127,team247,2014-12-14,champ0,,,,,,,,,,,1,2,2
14,team277,team259,2016-11-19,champ12,,,,,,,,,,,2,4,2
33,team342,team266,2012-04-09,champ2,,,,,,,,,,,4,0,1
9,team333,team265,2010-10-31,champ6,,,,,,,,,,,0,1,2
24,team211,team227,2011-02-20,champ3,,,,,,,,,,,0,3,2
14,team208,team201,2013-11-24,champ3,,,,,,,,,,,0,1,2
36,team23,team214,2014-04-28,champ2,,,,,,,,,,,3,0,1
19,team311,team210,2016-01-23,champ10,,,,,,,,,,,3,0,1
30,team12,team190,2010-04-04,champ13,,,,,,,,,,,1,1,0
17,team163,team178,2014-12-07,champ3,,,,,,,,,,,1,1,0
28,team233,team28,2010-03-14,champ6,,,,,,,,,,,1,0,1
7,team282,team177,2009-10-04,champ6,,,,,,,,,,,0,0,0
4,team344,team30,2015-09-19,champ13,,,,,,,,,,,0,2,2
3,team28,team265,2009-09-13,champ6,,,,,,,,,,,0,1,2
14,team200,team352,2012-11-25,champ6,"player136027, player159491, player185023","player1204, player39499, player14276, player168870, player206303, player128088",player127510,"player8622, player51893, player112849, player71502, player127510, player118329, player211427, player24913, player87447, player206106, player150184",,"player133397, player55416, player141078","player168584, player153969, player51858, player54269, player98876, player102164, player108875, player137575, player21110","player26316, player108471","player30747, player78775, player18201, player71007, player26316, player36602, player108471, player140152, player13018, player39012, player80712",,1,0,1
28,team59,team95,2011-04-02,champ4,,,,,,,,,,,4,1,1
21,team20,team171,2017-02-11,champ9,,,,,,,,,,,0,1,2
16,team244,team151,2016-11-18,champ9,,,,,,,,,,,2,2,0
33,team71,team167,2010-04-17,champ3,,,,,,,,,,,0,1,2
34,team81,team30,2015-04-29,champ13,,,,,,,,,,,0,1,2
6,team18,team203,2012-08-26,champ11,player165599,,"player204151, player208168","player39734, player64760, player170969, player204151, player1876, player200010, player78334, player30486, player65472, player175769, player208168",,"player150387, player134340, player87603",,,"player208718, player120004, player168220, player131893, player163844, player92539, player25045, player121399, player5789, player61614, player121443",,4,2,1
3,team48,team204,2015-08-29,champ10,,,,,,,,,,,3,2,1
22,team16,team185,2015-01-18,champ1,,,,,,,,,,,3,0,1
10,team139,team282,2012-10-31,champ6,,,,,,,,,,,4,2,1
18,team152,team331,2011-07-31,champ11,,,,,,,,,,,1,1,0
36,team27,team78,2015-05-09,champ2,,,,,,,,,,,1,0,1
36,team78,team214,2013-05-04,champ2,,,,,,,,,,,0,0,0
10,team283,team211,2009-11-28,champ3,,,,,,,,,,,1,0,1
17,team52,team56,2011-12-20,champ2,"player153356, player47812","player16690, player196504, player139012, player24664, player150010","player186118, player100473, player50900","player150154, player157302, player196533, player50900, player136220, player122320, player38955, player100473, player186118, player193212, player4551",,"player150154, player199786, player142811","player25243, player27280, player68047, player62261",,"player210378, player168083, player6722, player94365, player123645, player119769, player138896, player62351, player149289, player83275, player124885",,1,2,2
35,team322,team310,2012-04-21,champ2,player186935,,player186912,"player200436, player148798, player189546, player196414, player160792, player51628, player57747, player121991, player53339, player52933, player141124",,"player170648, player105815, player180339",,player25598,"player210519, player7869, player85557, player25598, player184220, player104968, player44929, player104393, player26997, player57138, player117138",,2,1,1
32,team233,team318,2010-04-03,champ6,,,,,,,,,,,1,1,0
2,team299,team338,2018-03-17,champ7,"player117404, player182493, player51173",,,"player88913, player79366, player116002, player59456, player84273, player127794, player76045, player80741, player65369, player177339, player201284",,"player123505, player106342, player131056",,"player200200, player200230, player131056","player200230, player39774, player171459, player119846, player92739, player38330, player89820, player114254, player200200, player168780, player171579",,0,1,2
25,team130,team98,2017-02-05,champ1,,,,,,,,,,,1,1,0
37,team274,team42,2010-05-08,champ13,,,,,,,,,,,2,3,2
21,team48,team22,2017-02-10,champ10,,,,,,,,,,,3,0,1
27,team179,team202,2014-03-02,champ3,,,,,,,,,,,0,0,0
11,team108,team128,2015-10-31,champ8,,,,,,,,,,,2,0,1
8,team183,team179,2012-10-07,champ3,,,,,,,,,,,1,1,0
21,team188,team95,2012-02-11,champ4,,,,,,,,,,,1,1,0
32,team117,team177,2010-04-03,champ6,,,,,,,,,,,1,1,0
27,team297,team285,2015-05-11,champ11,,,,,,,,,,,4,2,1
31,team341,team336,2014-04-20,champ4,,,,,,,,,,,3,1,1
18,team166,team177,2010-01-06,champ6,,,,,,,,,,,4,1,1
35,team229,team200,2010-04-24,champ6,,,,,,,,,,,3,1,1
30,team233,team166,2012-03-31,champ6,,,,,,,,,,,3,1,1
12,team181,team222,2016-10-25,champ1,,,,,,,,,,,1,2,2
18,team320,team40,2014-01-25,champ4,,,,,,,,,,,3,2,1
28,team158,team14,2013-05-11,champ11,,,,,,,,,,,4,0,1
12,team184,team39,2016-10-22,champ14,,,,,,,,,,,2,2,0
24,team248,team12,2010-02-28,champ13,,,,,,,,,,,0,2,2
23,team88,team255,2015-03-04,champ0,,,,,,,,,,,1,2,2
37,team135,team291,2012-05-06,champ2,,,,,,,,,,,1,0,1
25,team215,team269,2011-03-05,champ4,,,,,,,,,,,5,0,1
27,team190,team274,2013-03-09,champ13,"player108381, player191124, player127609",,"player190256, player109395, player108381","player1810, player190256, player127719, player80898, player139790, player60290, player173563, player23831, player109395, player78568, player8051",player108381,"player57270, player147503, player164343",,"player118935, player164343","player23551, player182324, player122895, player84945, player27147, player118935, player112442, player87065, player123285, player145254, player125235",,2,1,1
16,team195,team247,2015-11-21,champ0,,,,,,,,,,,1,6,2
21,team77,team324,2015-01-10,champ2,"player10225, player41156","player104174, player141367, player60634, player60224, player157180",,"player186454, player178973, player31307, player97989, player104509, player209215, player119373, player27797, player162264, player68539, player22026",,"player29223, player69424, player188786","player189914, player103554, player105617, player60533",,"player104619, player29295, player198393, player62261, player184220, player112751, player98309, player205941, player92374, player207045, player63060",,1,0,1
5,team41,team139,2009-09-23,champ6,,,,,,,,,,,0,1,2
24,team229,team166,2012-02-19,champ6,,,,,,,,,,,5,1,1
21,team210,team45,2017-02-12,champ10,,,,,,,,,,,1,1,0
24,team119,team331,2013-04-12,champ11,,,,,,,,,,,0,0,0
11,team187,team131,2016-10-26,champ12,,,,,,,,,,,0,3,2
4,team18,team120,2015-08-08,champ11,,,,,,,,,,,2,3,2
23,team48,team335,2017-02-25,champ10,,,,,,,,,,,3,1,1
22,team179,team227,2010-01-31,champ3,,,,,,,,,,,2,1,1
9,team353,team173,2015-09-20,champ9,,,,,,,,,,,1,0,1
10,team136,team60,2010-10-30,champ4,,,,,,,,,,,2,0,1
21,team227,team208,2014-01-19,champ3,,,,,,,,,,,5,0,1
31,team23,team52,2011-04-02,champ2,,,,,,,,,,,0,0,0
16,team75,team89,2011-12-10,champ4,"player12328, player142899, player31821",,player134626,"player36914, player134626, player187191, player38355, player123738, player202105, player68363, player176465, player17029, player151336, player140267",,"player201287, player141712, player71862",,"player65180, player90545, player176373","player20738, player90545, player177990, player176373, player103652, player201024, player65180, player156807, player131599, player52156, player106532",,4,1,1
24,team23,team192,2010-01-31,champ2,,,,,,,,,,,1,3,2
22,team201,team194,2014-01-26,champ3,,,,,,,,,,,2,0,1
10,team346,team295,2014-10-26,champ8,,,,,,,,,,,2,1,1
13,team28,team209,2011-11-26,champ6,"player107804, player25980, player39196",,,"player87429, player101750, player107366, player137162, player110474, player118533, player77901, player198692, player133397, player164996, player191688",,"player94563, player103603, player158719",,,"player211777, player60433, player75479, player183463, player76088, player72878, player169903, player54804, player41052, player189415, player134038",,1,1,0
25,team160,team144,2014-02-23,champ6,,,,,,,,,,,2,0,1
25,team88,team13,2016-03-01,champ0,,,,,,,,,,,1,0,1
4,team351,team210,2014-09-14,champ10,,,,,,,,,,,2,1,1
20,team181,team130,2015-12-18,champ1,,,,,,,,,,,1,1,0
9,team265,team55,2009-10-24,champ6,,,,,,,,,,,4,1,1
12,team70,team354,2015-10-17,champ14,,,,,,,,,,,1,1,0
19,team26,team217,2018-01-28,champ5,,,,,,,,,,,1,1,0
22,team191,team142,2014-01-18,champ2,"player2536, player115177, player83807","player134240, player97989, player124352, player183670","player125235, player85386","player190069, player86809, player155778, player53164, player85386, player41461, player177314, player123285, player163203, player125235, player54737",,"player19947, player55449, player204906","player102847, player188848, player82154, player129336",,"player110088, player85684, player178020, player105198, player172318, player179045, player112442, player127651, player48254, player111361, player93996",,4,2,1
27,team227,team202,2011-03-13,champ3,,,,,,,,,,,2,2,0
33,team343,team307,2012-04-21,champ3,"player103380, player144403, player16961",,"player117674, player167043","player9338, player9280, player142556, player34326, player103173, player156135, player117674, player167043, player74059, player22758, player190974",,"player20594, player147226, player148332",,"player86963, player126428, player20594, player147226, player1285","player965, player86963, player103268, player1285, player126428, player111942, player164288, player164872, player27310, player76931, player29724",,2,1,1
17,team54,team243,2016-01-10,champ10,,,,,,,,,,,0,5,2
28,team341,team75,2015-04-12,champ4,,,,,,,,,,,3,2,1
16,team28,team233,2012-12-08,champ6,,,,,,,,,,,2,1,1
13,team38,team95,2012-11-24,champ4,,,,,,,,,,,5,0,1
29,team44,team197,2016-03-05,champ1,,,,,,,,,,,0,0,0
30,team279,team211,2012-03-31,champ3,"player138467, player156429, player82909",,player110051,"player155470, player110051, player48082, player204006, player18473, player48026, player28365, player126210, player13882, player45889, player163905",,"player46044, player128942, player47955",,"player162541, player117995","player132307, player162541, player83617, player117995, player45094, player57920, player92618, player133910, player155869, player45227, player120392",,2,3,2
24,team111,team148,2016-02-27,champ9,,,,,,,,,,,3,2,1
11,team179,team283,2010-10-30,champ3,,,,,,,,,,,2,1,1
1,team182,team152,2014-08-03,champ11,"player115851, player173158, player133299",,"player201548, player209468, player136865","player43463, player53588, player201548, player209468, player136865, player62796, player183527, player171416, player173860, player104032, player122155",,"player11914, player94523, player30192",,"player141856, player40044, player63184","player58801, player63184, player46559, player74110, player162747, player33380, player141856, player31000, player64671, player111701, player40044",,0,0,0
8,team330,team38,2011-10-01,champ4,"player73330, player121167, player201385",,player121167,"player202697, player19692, player86841, player27327, player38686, player162705, player37259, player184908, player154123, player14518, player128521",,"player149842, player5636, player100971",,"player173386, player200351, player94998, player91252","player127000, player24766, player94998, player210583, player14736, player173386, player91252, player200351, player148113, player121791, player44929",,0,0,0
29,team150,team261,2013-05-19,champ11,,,,,,,,,,,3,1,1
36,team21,team307,2011-05-15,champ3,,,,,,,,,,,1,0,1
31,team163,team66,2011-04-16,champ3,,,,,,,,,,,1,1,0
21,team16,team79,2014-12-26,champ1,,,,,,,,,,,4,0,1
19,team1,team316,2016-01-24,champ8,,,,,,,,,,,4,2,1
36,team350,team289,2012-04-28,champ13,"player34228, player134106, player32176",,"player118935, player150644","player7492, player150953, player119047, player58046, player14795, player35357, player180663, player159218, player89449, player90656, player161654",,"player113101, player148238, player23933",,"player40496, player27147, player4630","player85593, player27147, player12351, player169365, player40496, player4658, player100326, player212277, player86262, player158125, player176335",,0,3,2
4,team95,team188,2011-08-28,champ4,"player86860, player190265, player134072","player115002, player204380, player200103, player202991",,"player197154, player141000, player202067, player146509, player198231, player188655, player203187, player140013, player202905, player201739, player1223",,"player18740, player82749, player121834","player36383, player182213, player67850, player165207",,"player121865, player142405, player126781, player29803, player167292, player74147, player141456, player202835, player149386, player6410, player199388",,1,1,0
32,team23,team191,2014-03-29,champ2,,,,,,,,,,,1,1,0
9,team234,team94,2016-10-15,champ12,,,,,,,,,,,2,2,0
27,team331,team261,2014-04-27,champ11,,,,"player5421, player108139, player22592, player203711, player68327, player35679, player206185, player175627, player56586, player197388, player61721",,,,"player80813, player174908","player155110, player80813, player122655, player123285, player116773, player174908, player63312, player77095, player143373, player52066, player82822",,2,1,1
7,team350,team296,2009-10-18,champ13,,,,,,,,,,,2,1,1
10,team14,team203,2015-09-28,champ11,,,,,,,,,,,2,1,1
9,team183,team71,2011-10-01,champ3,"player96588, player136268, player169862",,"player151800, player65535, player117756","player129259, player106145, player30072, player107567, player15216, player151800, player65535, player93083, player8142, player117756, player93926",,"player1695, player60399, player77646",,"player62732, player9251, player77602","player137243, player62732, player70744, player9251, player26027, player110833, player77764, player50710, player171768, player84150, player73092",,2,0,1
7,team337,team197,2016-09-16,champ1,,,,,,,,,,,0,0,0
17,team79,team222,2015-11-29,champ1,,,,,,,,,,,0,1,2
12,team309,team160,2014-11-23,champ6,,,,,,,,,,,1,1,0
1,team331,team260,2012-07-21,champ11,"player45246, player120995",,player35679,"player5421, player108139, player22592, player203711, player68327, player35679, player196932, player175548, player193686, player56586, player61721",,"player198350, player82632, player44521",,"player156667, player201097, player2702, player82632","player140882, player9231, player201097, player156667, player62036, player24466, player42857, player89602, player41889, player73995, player2702",,1,0,1
33,team39,team308,2016-05-10,champ14,,,,,,,,,,,1,1,0
17,team346,team140,2015-12-20,champ8,,,,,,,,,,,1,4,2
25,team60,team95,2015-03-15,champ4,,,,,,,,,,,2,0,1
4,team254,team178,2013-08-31,champ3,,,,,,,,,,,0,0,0
6,team329,team50,2011-09-26,champ13,"player114654, player159732, player116378",,"player100249, player136476, player106772, player58117, player32602","player117364, player80123, player106772, player100249, player32602, player136580, player58366, player153910, player17629, player96029, player47988",,"player21836, player194078, player31857",,"player70615, player194035, player107923","player44368, player107994, player60132, player198760, player110875, player157024, player70615, player118174, player124810, player137995, player158685",,1,0,1
19,team228,team93,2015-02-04,champ4,"player38772, player114001, player156150","player128164, player100129, player188982, player93204",player197023,"player91473, player196622, player34937, player154730, player197060, player15352, player29244, player89535, player202991, player80492, player94771",,"player57832, player80458, player154157","player3122, player132418, player47504, player49018","player202835, player70563","player61040, player36341, player56499, player209917, player108665, player144890, player202835, player70563, player210904, player121834, player130709",,0,3,2
15,team246,team271,2012-12-10,champ13,"player52394, player126078, player11343",,player187728,"player84241, player173681, player40496, player8544, player124724, player176132, player187728, player34228, player16479, player59692, player16805",,"player14566, player194267, player37463",,"player115433, player45246, player169709","player192423, player45280, player170669, player115433, player116673, player11211, player118036, player169709, player139919, player142714, player150668",,0,2,2
17,team55,team144,2012-01-08,champ6,,,,,,,,,,,2,0,1
22,team141,team183,2011-02-05,champ3,,,,,,,,,,,0,2,2
29,team268,team70,2015-04-26,champ14,,,,,,,,,,,1,2,2
24,team268,team39,2015-03-15,champ14,,,,,,,,,,,2,2,0
1,team149,team98,2016-07-31,champ1,,,,,,,,,,,1,1,0
24,team120,team14,2014-12-07,champ11,,,,,,,,,,,5,0,1
33,team69,team194,2010-04-17,champ3,,,,,,,,,,,1,2,2
18,team120,team315,2015-03-08,champ11,,,,,,,,,,,3,1,1
7,team128,team326,2014-09-27,champ8,,,,,,,,,,,4,2,1
29,team144,team309,2013-03-16,champ6,,,,,,,,,,,3,1,1
7,team285,team18,2015-08-29,champ11,,,,,,,,,,,1,2,2
8,team78,team273,2012-10-20,champ2,,,,,,,,,,,4,1,1
1,team145,team232,2017-08-20,champ5,,,,,,,,,,,0,1,2
27,team249,team288,2010-03-20,champ13,,,,,,,,,,,3,1,1
7,team65,team36,2014-09-27,champ8,,,,,,,,,,,2,5,2
12,team89,team59,2013-11-09,champ4,,,,,,,,,,,2,1,1
28,team182,team129,2014-05-04,champ11,"player57730, player133299, player53588",,player30486,"player1059, player201097, player201548, player209468, player62796, player116256, player30486, player157476, player129559, player173860, player122155",,player173386,,player125859,"player99339, player99648, player125859, player11032, player90827, player50960, player200010, player181561, player38144, player152450, player189228",,1,1,0
20,team139,team117,2013-01-13,champ6,,,,,,,,,,,2,1,1
23,team227,team183,2010-02-06,champ3,,,,,,,,,,,0,3,2
3,team276,team165,2015-09-13,champ13,,,,,,,,,,,3,3,0
1,team221,team283,2009-08-08,champ3,,,,,,,,,,,0,1,2
25,team114,team327,2016-02-28,champ8,,,,,,,,,,,0,1,2
33,team249,team72,2010-04-18,champ13,,,,,,,,,,,2,0,1
35,team202,team179,2010-05-02,champ3,,,,,,,,,,,0,1,2
30,team40,team99,2014-04-13,champ4,,,,,,,,,,,2,1,1
2,team46,team210,2014-08-24,champ10,,,,,,,,,,,3,1,1
23,team197,team97,2016-01-23,champ1,,,,,,,,,,,1,1,0
10,team125,team262,2014-09-27,champ9,,,,,,,,,,,1,1,0
20,team346,team65,2015-01-31,champ8,,,,,,,,,,,0,0,0
31,team40,team38,2015-05-02,champ4,,,,,,,,,,,2,0,1
29,team200,team258,2012-03-24,champ6,,,,,,,,,,,2,1,1
6,team204,team100,2016-09-25,champ10,,,,,,,,,,,0,1,2
12,team265,team160,2010-11-14,champ6,,,,,,,,,,,0,0,0
5,team160,team352,2013-09-25,champ6,,,,,,,,,,,1,2,2
7,team209,team233,2011-10-15,champ6,"player110187, player169903, player101224",,,"player211777, player12458, player60433, player75479, player76088, player103603, player72878, player41052, player69395, player189415, player94563",,"player32672, player24410, player158692",,,"player115833, player101245, player133719, player56676, player119393, player55416, player43999, player116836, player54125, player23721, player185387",,1,2,2
22,team250,team190,2013-02-03,champ13,"player2268, player207998, player71372",,"player10835, player71372","player27541, player109722, player109698, player10835, player205609, player46926, player69129, player143095, player134839, player199174, player34668",,"player109395, player99973, player8051",,"player108381, player191124, player99930","player73900, player190256, player55136, player127719, player101973, player60290, player108381, player173563, player127609, player191124, player78568",player108381,3,0,1
17,team209,team160,2009-12-20,champ6,,,,,,,,,,,2,0,1
33,team328,team248,2010-04-18,champ13,,,,,,,,,,,2,2,0
24,team291,team192,2014-02-01,champ2,"player4739, player13630, player133684","player166875, player120495, player202396, player42078","player179940, player93826","player19325, player93826, player140352, player178547, player202592, player178277, player2680, player129336, player12328, player179940, player90205",,"player146634, player180924, player207196","player98553, player185233, player32376, player210061","player154669, player78186","player212043, player204312, player55612, player204140, player165515, player209629, player83465, player78186, player110693, player210836, player154669",,2,1,1
32,team57,team194,2015-04-12,champ3,,,,,,,,,,,1,0,1
13,team36,team140,2015-11-21,champ8,,,,,,,,,,,5,1,1
35,team186,team332,2015-05-25,champ14,,,,,,,,,,,0,1,2
